,Timestamp,s1,s2,s1_clean,s2_clean,force_N,athletes_name,protocol_name,protocol_type,leg,elapsed_time_sec
0,1693338851.4202812,127863,-101,127863,-101,66.51224345135981,Isaiah Wright,ISO Quad Extension R,single,right,0.0
1,1693338851.433583,128407,-101,128407,-101,66.85462743863387,Isaiah Wright,ISO Quad Extension R,single,right,0.013301849365234375
2,1693338851.446806,128764,-101,128764,-101,67.07931693028247,Isaiah Wright,ISO Quad Extension R,single,right,0.026524782180786133
3,1693338851.4600089,127896,-101,127896,-101,66.5330130682349,Isaiah Wright,ISO Quad Extension R,single,right,0.03972768783569336
4,1693338851.473098,127593,-101,127593,-101,66.34231022238188,Isaiah Wright,ISO Quad Extension R,single,right,0.05281686782836914
5,1693338851.4864929,127869,-101,127869,-101,66.5160197453371,Isaiah Wright,ISO Quad Extension R,single,right,0.06621170043945312
6,1693338851.4996018,128767,-101,128767,-101,67.08120507727111,Isaiah Wright,ISO Quad Extension R,single,right,0.07932066917419434
7,1693338851.512682,129590,-101,129590,-101,67.59918673448902,Isaiah Wright,ISO Quad Extension R,single,right,0.09240078926086426
8,1693338851.525944,130106,-101,130106,-101,67.92394801653573,Isaiah Wright,ISO Quad Extension R,single,right,0.10566282272338867
9,1693338851.539184,130528,-101,130528,-101,68.18954735960494,Isaiah Wright,ISO Quad Extension R,single,right,0.11890292167663574
10,1693338851.551999,129545,-101,129545,-101,67.57086452965937,Isaiah Wright,ISO Quad Extension R,single,right,0.13171792030334473
11,1693338851.565259,128256,-101,128256,-101,66.75959070687213,Isaiah Wright,ISO Quad Extension R,single,right,0.14497780799865723
12,1693338851.578366,127441,-101,127441,-101,66.2466441082906,Isaiah Wright,ISO Quad Extension R,single,right,0.15808486938476562
13,1693338851.5915961,127218,-101,127218,-101,66.10629184880142,Isaiah Wright,ISO Quad Extension R,single,right,0.17131495475769043
14,1693338851.603441,-101,-101,127218,-101,66.10629184880142,Isaiah Wright,ISO Quad Extension R,single,right,0.18315982818603516
15,1693338851.616831,128575,-101,128575,-101,66.96036366999792,Isaiah Wright,ISO Quad Extension R,single,right,0.1965498924255371
16,1693338851.63005,128463,-101,128463,-101,66.88987284908855,Isaiah Wright,ISO Quad Extension R,single,right,0.20976877212524414
17,1693338851.643008,128320,-101,128320,-101,66.7998711759632,Isaiah Wright,ISO Quad Extension R,single,right,0.22272682189941406
18,1693338851.656178,128149,-101,128149,-101,66.69224679761051,Isaiah Wright,ISO Quad Extension R,single,right,0.23589682579040527
19,1693338851.669492,127871,-101,127871,-101,66.5172785099962,Isaiah Wright,ISO Quad Extension R,single,right,0.24921083450317383
20,1693338851.6827662,127585,-101,127585,-101,66.3372751637455,Isaiah Wright,ISO Quad Extension R,single,right,0.2624850273132324
21,1693338851.6957262,127453,-101,127453,-101,66.25419669624519,Isaiah Wright,ISO Quad Extension R,single,right,0.27544498443603516
22,1693338851.70884,127670,-101,127670,-101,66.39077266175707,Isaiah Wright,ISO Quad Extension R,single,right,0.2885587215423584
23,1693338851.7218308,128111,-101,128111,-101,66.66833026908769,Isaiah Wright,ISO Quad Extension R,single,right,0.30154967308044434
24,1693338851.735266,128331,-101,128331,-101,66.80679438158823,Isaiah Wright,ISO Quad Extension R,single,right,0.3149847984313965
25,1693338851.74806,128208,-101,128208,-101,66.72938035505383,Isaiah Wright,ISO Quad Extension R,single,right,0.32777881622314453
26,1693338851.7612631,128088,-101,128088,-101,66.65385447550808,Isaiah Wright,ISO Quad Extension R,single,right,0.34098196029663086
