Unnamed: 0,Timestamp,s1,s2,s1_clean,s2_clean,force_N,athletes_name,protocol_name,protocol_type,leg,elapsed_time_sec
0,1693338416.174747,139819,-101,139819,-101,87.52774373211112,zMax,ISO Quad Extension L,single,left,0.0
1,1693338416.1880882,-4176683,-101,139819,-101,87.52774373211112,zMax,ISO Quad Extension L,single,left,0.0133411884307861
2,1693338416.201364,-4194305,-101,139819,-101,87.52774373211112,zMax,ISO Quad Extension L,single,left,0.0266170501708984
3,1693338416.214228,140999,-101,140999,-101,88.38554136188418,zMax,ISO Quad Extension L,single,left,0.0394809246063232
4,1693338416.2272708,141907,-101,141907,-101,89.04560936852309,zMax,ISO Quad Extension L,single,left,0.0525238513946533
5,1693338416.240704,142079,-101,142079,-101,89.17064427726967,zMax,ISO Quad Extension L,single,left,0.0659570693969726
6,1693338416.2541308,141803,-101,141803,-101,88.97000686556005,zMax,ISO Quad Extension L,single,left,0.0793838500976562
7,1693338416.2672908,140964,-101,140964,-101,88.36009821184854,zMax,ISO Quad Extension L,single,left,0.0925438404083252
8,1693338416.280465,141159,-101,141159,-101,88.50185290490424,zMax,ISO Quad Extension L,single,left,0.1057178974151611
9,1693338416.293735,141659,-101,141659,-101,88.86532647684197,zMax,ISO Quad Extension L,single,left,0.118988037109375
10,1693338416.3065522,141911,-101,141911,-101,89.0485171570986,zMax,ISO Quad Extension L,single,left,0.1318051815032959
11,1693338416.319746,141555,-101,141555,-101,88.78972397387894,zMax,ISO Quad Extension L,single,left,0.1449990272521972
12,1693338416.332842,141677,-101,141677,-101,88.87841152543174,zMax,ISO Quad Extension L,single,left,0.1580948829650879
13,1693338416.345943,142340,-101,142340,-101,89.36037748182117,zMax,ISO Quad Extension L,single,left,0.1711959838867187
14,1693338416.359255,142210,-101,142210,-101,89.26587435311737,zMax,ISO Quad Extension L,single,left,0.1845080852508545
15,1693338416.3725572,142197,-101,142197,-101,89.25642404024697,zMax,ISO Quad Extension L,single,left,0.1978101730346679
16,1693338416.385571,141791,-101,141791,-101,88.96128349983353,zMax,ISO Quad Extension L,single,left,0.2108240127563476
17,1693338416.3989792,141335,-101,141335,-101,88.62979560222634,zMax,ISO Quad Extension L,single,left,0.2242321968078613
18,1693338416.411909,141228,-101,141228,-101,88.55201225783166,zMax,ISO Quad Extension L,single,left,0.2371621131896972
19,1693338416.425052,141889,-101,141889,-101,89.03252431993334,zMax,ISO Quad Extension L,single,left,0.2503049373626709
20,1693338416.438418,142475,-101,142475,-101,89.45851534624435,zMax,ISO Quad Extension L,single,left,0.2636709213256836
21,1693338416.451421,142640,-101,142640,-101,89.57846162498382,zMax,ISO Quad Extension L,single,left,0.2766740322113037
