Unnamed: 0,Timestamp,s1,s2,s1_clean,s2_clean,force_N,athletes_name,protocol_name,protocol_type,leg,elapsed_time_sec
0,1694549626.292765,101125,-101,101125,-101,58.62084838051155,zMax,ISO Quad Extension R,single,right,0.0
1,1694549626.306016,101301,-101,101301,-101,58.74809145524372,zMax,ISO Quad Extension R,single,right,0.0132510662078857
2,1694549626.319131,101211,-101,101211,-101,58.68302397384659,zMax,ISO Quad Extension R,single,right,0.0263659954071044
3,1694549626.332491,100695,-101,100695,-101,58.30997041383635,zMax,ISO Quad Extension R,single,right,0.0397260189056396
4,1694549626.345827,100343,-101,100343,-101,58.055484264372005,zMax,ISO Quad Extension R,single,right,0.0530622005462646
5,1694549626.3588202,100496,-101,100496,-101,58.16609898274713,zMax,ISO Quad Extension R,single,right,0.0660552978515625
6,1694549626.372349,100997,-101,100997,-101,58.52830796252452,zMax,ISO Quad Extension R,single,right,0.0795841217041015
7,1694549626.385359,100938,-101,100938,-101,58.485652613608615,zMax,ISO Quad Extension R,single,right,0.0925941467285156
8,1694549626.398722,101160,-101,101160,-101,58.64615240105488,zMax,ISO Quad Extension R,single,right,0.10595703125
9,1694549626.4117088,101225,-101,101225,-101,58.69314558206393,zMax,ISO Quad Extension R,single,right,0.1189439296722412
10,1694549626.424942,101367,-101,101367,-101,58.79580760826829,zMax,ISO Quad Extension R,single,right,0.1321771144866943
11,1694549626.437891,101413,-101,101413,-101,58.829064320982376,zMax,ISO Quad Extension R,single,right,0.1451261043548584
12,1694549626.449802,-101,-101,101413,-101,58.829064320982376,zMax,ISO Quad Extension R,single,right,0.1570370197296142
13,1694549626.463264,101079,-101,101079,-101,58.58759166779746,zMax,ISO Quad Extension R,single,right,0.1704990863800048
14,1694549626.4762409,100831,-101,100831,-101,58.408294607947575,zMax,ISO Quad Extension R,single,right,0.1834759712219238
15,1694549626.489176,100796,-101,100796,-101,58.38299058740425,zMax,ISO Quad Extension R,single,right,0.1964111328125
16,1694549626.50253,100825,-101,100825,-101,58.40395677585443,zMax,ISO Quad Extension R,single,right,0.2097651958465576
17,1694549626.515551,101112,-101,101112,-101,58.61144974430974,zMax,ISO Quad Extension R,single,right,0.2227861881256103
18,1694549626.5286982,101451,-101,101451,-101,58.856537257572285,zMax,ISO Quad Extension R,single,right,0.2359333038330078
19,1694549626.541888,101717,-101,101717,-101,59.04884781370159,zMax,ISO Quad Extension R,single,right,0.2491230964660644
20,1694549626.555259,101620,-101,101620,-101,58.97871952819579,zMax,ISO Quad Extension R,single,right,0.2624940872192383
21,1694549626.568235,101596,-101,101596,-101,58.96136819982322,zMax,ISO Quad Extension R,single,right,0.2754700183868408
22,1694549626.581451,101313,-101,101313,-101,58.75676711943,zMax,ISO Quad Extension R,single,right,0.2886860370635986
23,1694549626.594581,101295,-101,101295,-101,58.743753623150575,zMax,ISO Quad Extension R,single,right,0.3018159866333008
24,1694549626.606364,-101,-101,101295,-101,58.743753623150575,zMax,ISO Quad Extension R,single,right,0.3135991096496582
25,1694549626.6196969,100600,-101,100600,-101,58.241288072361606,zMax,ISO Quad Extension R,single,right,0.3269319534301758
26,1694549626.632872,100826,-101,100826,-101,58.40467974786996,zMax,ISO Quad Extension R,single,right,0.3401069641113281
27,1694549626.645916,101064,-101,101064,-101,58.576747087564605,zMax,ISO Quad Extension R,single,right,0.3531510829925537
28,1694549626.661304,101324,-101,101324,-101,58.76471981160077,zMax,ISO Quad Extension R,single,right,0.3685390949249267
29,1694549626.673399,101372,-101,101372,-101,58.79942246834591,zMax,ISO Quad Extension R,single,right,0.380634069442749
30,1694549626.685345,101235,-101,101235,-101,58.70037530221916,zMax,ISO Quad Extension R,single,right,0.3925800323486328
31,1694549626.69856,100680,-101,100680,-101,58.2991258336035,zMax,ISO Quad Extension R,single,right,0.4057950973510742
32,1694549626.711552,100522,-101,100522,-101,58.184896255150754,zMax,ISO Quad Extension R,single,right,0.4187870025634765
33,1694549626.7247748,100569,-101,100569,-101,58.21887593988036,zMax,ISO Quad Extension R,single,right,0.4320099353790283
34,1694549626.73796,100698,-101,100698,-101,58.312139329882925,zMax,ISO Quad Extension R,single,right,0.4451949596405029
35,1694549626.751122,100413,-101,100413,-101,58.10609230545867,zMax,ISO Quad Extension R,single,right,0.4583570957183838
36,1694549626.762906,-101,-101,100413,-101,58.10609230545867,zMax,ISO Quad Extension R,single,right,0.4701411724090576
37,1694549626.7763069,100368,-101,100368,-101,58.073558564760106,zMax,ISO Quad Extension R,single,right,0.4835419654846191
38,1694549626.789531,100307,-101,100307,-101,58.02945727181315,zMax,ISO Quad Extension R,single,right,0.4967660903930664
39,1694549626.803115,100464,-101,100464,-101,58.14296387825038,zMax,ISO Quad Extension R,single,right,0.5103499889373779
40,1694549626.815889,100223,-101,100223,-101,57.96872762250917,zMax,ISO Quad Extension R,single,right,0.5231239795684814
41,1694549626.828912,100026,-101,100026,-101,57.82630213545099,zMax,ISO Quad Extension R,single,right,0.5361471176147461
42,1694549626.842409,100040,-101,100040,-101,57.83642374366832,zMax,ISO Quad Extension R,single,right,0.5496439933776855
43,1694549626.85517,99970,-101,99970,-101,57.78581570258167,zMax,ISO Quad Extension R,single,right,0.5624051094055176
44,1694549626.868478,99971,-101,99971,-101,57.78653867459718,zMax,ISO Quad Extension R,single,right,0.5757131576538086
45,1694549626.881359,99816,-101,99816,-101,57.67447801219101,zMax,ISO Quad Extension R,single,right,0.5885941982269287
46,1694549626.894624,99469,-101,99469,-101,57.42360672280429,zMax,ISO Quad Extension R,single,right,0.6018590927124023
47,1694549626.907995,99215,-101,99215,-101,57.23997183086126,zMax,ISO Quad Extension R,single,right,0.6152300834655762
48,1694549626.920834,99406,-101,99406,-101,57.378059485826284,zMax,ISO Quad Extension R,single,right,0.6280691623687744
49,1694549626.9338849,99715,-101,99715,-101,57.60145783862311,zMax,ISO Quad Extension R,single,right,0.6411199569702148
50,1694549626.9469912,99701,-101,99701,-101,57.59133623040579,zMax,ISO Quad Extension R,single,right,0.6542263031005859
51,1694549626.9601011,99679,-101,99679,-101,57.57543084606426,zMax,ISO Quad Extension R,single,right,0.6673362255096436
52,1694549626.973155,99460,-101,99460,-101,57.41709997466457,zMax,ISO Quad Extension R,single,right,0.6803901195526123
53,1694549626.986166,99268,-101,99268,-101,57.278289347684016,zMax,ISO Quad Extension R,single,right,0.6934010982513428
54,1694549626.99947,99368,-101,99368,-101,57.35058654923638,zMax,ISO Quad Extension R,single,right,0.7067050933837891
