,Timestamp,s1,s2,s1_clean,s2_clean,force_N,athletes_name,protocol_name,protocol_type,leg,elapsed_time_sec
0,1694549234.52723,96764,-101,96764,-101,55.467967420812634,Isaiah Wright,ISO Quad Extension L,single,left,0.0
1,1694549234.540374,97077,-101,97077,-101,55.69425766167156,Isaiah Wright,ISO Quad Extension L,single,left,0.01314401626586914
2,1694549234.553139,97160,-101,97160,-101,55.75426433896003,Isaiah Wright,ISO Quad Extension L,single,left,0.025908946990966797
3,1694549234.566122,96825,-101,96825,-101,55.51206871375958,Isaiah Wright,ISO Quad Extension L,single,left,0.03889203071594238
4,1694549234.579288,96968,-101,96968,-101,55.61545371197947,Isaiah Wright,ISO Quad Extension L,single,left,0.05205798149108887
5,1694549234.592695,97067,-101,97067,-101,55.68702794151633,Isaiah Wright,ISO Quad Extension L,single,left,0.06546497344970703
6,1694549234.6054459,97065,-101,97065,-101,55.68558199748527,Isaiah Wright,ISO Quad Extension L,single,left,0.0782158374786377
7,1694549234.6185,96982,-101,96982,-101,55.62557532019681,Isaiah Wright,ISO Quad Extension L,single,left,0.09126996994018555
8,1694549234.631388,97015,-101,97015,-101,55.64943339670909,Isaiah Wright,ISO Quad Extension L,single,left,0.10415792465209961
9,1694549234.644707,97423,-101,97423,-101,55.94440597904277,Isaiah Wright,ISO Quad Extension L,single,left,0.1174769401550293
10,1694549234.657683,97296,-101,97296,-101,55.852588533071255,Isaiah Wright,ISO Quad Extension L,single,left,0.13045287132263184
11,1694549234.6708322,97198,-101,97198,-101,55.78173727554993,Isaiah Wright,ISO Quad Extension L,single,left,0.1436021327972412
12,1694549234.6839008,97178,-101,97178,-101,55.767277835239454,Isaiah Wright,ISO Quad Extension L,single,left,0.15667080879211426
13,1694549234.697029,97082,-101,97082,-101,55.69787252174918,Isaiah Wright,ISO Quad Extension L,single,left,0.1697990894317627
14,1694549234.7103748,97151,-101,97151,-101,55.747757590820314,Isaiah Wright,ISO Quad Extension L,single,left,0.18314480781555176
15,1694549234.7235148,97337,-101,97337,-101,55.88223038570772,Isaiah Wright,ISO Quad Extension L,single,left,0.19628477096557617
16,1694549234.736546,97377,-101,97377,-101,55.91114926632867,Isaiah Wright,ISO Quad Extension L,single,left,0.20931601524353027
17,1694549234.749599,97265,-101,97265,-101,55.83017640059002,Isaiah Wright,ISO Quad Extension L,single,left,0.22236895561218262
18,1694549234.762811,97384,-101,97384,-101,55.916210070437344,Isaiah Wright,ISO Quad Extension L,single,left,0.2355809211730957
19,1694549234.775709,97730,-101,97730,-101,56.16635838780854,Isaiah Wright,ISO Quad Extension L,single,left,0.24847888946533203
20,1694549234.788801,97754,-101,97754,-101,56.18370971618111,Isaiah Wright,ISO Quad Extension L,single,left,0.26157093048095703
21,1694549234.801968,97509,-101,97509,-101,56.006581572377804,Isaiah Wright,ISO Quad Extension L,single,left,0.274738073348999
22,1694549234.814862,97624,-101,97624,-101,56.08972335416303,Isaiah Wright,ISO Quad Extension L,single,left,0.2876319885253906
