,Timestamp,s1,s2,s1_clean,s2_clean,force_N,athletes_name,protocol_name,protocol_type,leg,elapsed_time_sec
0,1693338481.755637,159317,-101,159317,-101,101.701759143395,Isaiah Wright,ISO Quad Extension L,single,left,0.0
1,1693338481.7687008,159395,-101,159395,-101,101.75846102061729,Isaiah Wright,ISO Quad Extension L,single,left,0.013063907623291016
2,1693338481.78162,159885,-101,159885,-101,102.11466512111626,Isaiah Wright,ISO Quad Extension L,single,left,0.025983095169067383
3,1693338481.7950451,159823,-101,159823,-101,102.06959439819599,Isaiah Wright,ISO Quad Extension L,single,left,0.039408206939697266
4,1693338481.808183,159898,-101,159898,-101,102.12411543398666,Isaiah Wright,ISO Quad Extension L,single,left,0.052546024322509766
5,1693338481.821293,160407,-101,160407,-101,102.49413153021926,Isaiah Wright,ISO Quad Extension L,single,left,0.06565618515014648
6,1693338481.834508,161008,-101,161008,-101,102.93102676368842,Isaiah Wright,ISO Quad Extension L,single,left,0.07887101173400879
7,1693338481.847855,161472,-101,161472,-101,103.26833023844664,Isaiah Wright,ISO Quad Extension L,single,left,0.09221816062927246
8,1693338481.8611,161658,-101,161658,-101,103.40354240720747,Isaiah Wright,ISO Quad Extension L,single,left,0.10546302795410156
9,1693338481.874304,161277,-101,161277,-101,103.12657554539092,Isaiah Wright,ISO Quad Extension L,single,left,0.1186671257019043
10,1693338481.88741,160860,-101,160860,-101,102.82343858639484,Isaiah Wright,ISO Quad Extension L,single,left,0.1317729949951172
11,1693338481.9003232,160476,-101,160476,-101,102.54429088314667,Isaiah Wright,ISO Quad Extension L,single,left,0.14468622207641602
12,1693338481.913728,160261,-101,160261,-101,102.38799724721345,Isaiah Wright,ISO Quad Extension L,single,left,0.15809106826782227
13,1693338481.92685,160232,-101,160232,-101,102.36691578004107,Isaiah Wright,ISO Quad Extension L,single,left,0.17121315002441406
14,1693338481.940001,160276,-101,160276,-101,102.39890145437157,Isaiah Wright,ISO Quad Extension L,single,left,0.18436408042907715
15,1693338481.953103,160632,-101,160632,-101,102.65769463759123,Isaiah Wright,ISO Quad Extension L,single,left,0.19746613502502441
16,1693338481.966113,160594,-101,160594,-101,102.63007064612398,Isaiah Wright,ISO Quad Extension L,single,left,0.21047616004943848
17,1693338481.979512,160149,-101,160149,-101,102.30657916709939,Isaiah Wright,ISO Quad Extension L,single,left,0.2238750457763672
18,1693338481.992702,159614,-101,159614,-101,101.91766244512603,Isaiah Wright,ISO Quad Extension L,single,left,0.23706507682800293
19,1693338482.005872,159305,-101,159305,-101,101.6930357776685,Isaiah Wright,ISO Quad Extension L,single,left,0.25023508071899414
20,1693338482.01906,159199,-101,159199,-101,101.6159793804177,Isaiah Wright,ISO Quad Extension L,single,left,0.26342296600341797
21,1693338482.032165,159172,-101,159172,-101,101.59635180753307,Isaiah Wright,ISO Quad Extension L,single,left,0.27652812004089355
22,1693338482.0453918,159537,-101,159537,-101,101.8616875150476,Isaiah Wright,ISO Quad Extension L,single,left,0.28975486755371094
23,1693338482.058372,159811,-101,159811,-101,102.06087103246949,Isaiah Wright,ISO Quad Extension L,single,left,0.3027350902557373
24,1693338482.0716329,159613,-101,159613,-101,101.91693549798215,Isaiah Wright,ISO Quad Extension L,single,left,0.3159959316253662
25,1693338482.084805,159121,-101,159121,-101,101.55927750319542,Isaiah Wright,ISO Quad Extension L,single,left,0.32916808128356934
