,Timestamp,s1,s2,s1_clean,s2_clean,force_N,athletes_name,protocol_name,protocol_type,leg,elapsed_time_sec
0,1698178283.1517482,250625,-101,250625,-101,167.49237333588164,Isaiah Wright,ISO Quad Extension R,single,right,0.0
1,1698178283.164617,250772,-101,250772,-101,167.5994690001002,Isaiah Wright,ISO Quad Extension R,single,right,0.012868881225585938
2,1698178283.1777458,250932,-101,250932,-101,167.71603570945373,Isaiah Wright,ISO Quad Extension R,single,right,0.025997638702392578
3,1698178283.190898,251472,-101,251472,-101,168.10944835352183,Isaiah Wright,ISO Quad Extension R,single,right,0.03914976119995117
4,1698178283.204127,251690,-101,251690,-101,168.26827049501603,Isaiah Wright,ISO Quad Extension R,single,right,0.05237889289855957
5,1698178283.217588,251454,-101,251454,-101,168.09633459871958,Isaiah Wright,ISO Quad Extension R,single,right,0.06583976745605469
6,1698178283.23074,251306,-101,251306,-101,167.98851039256758,Isaiah Wright,ISO Quad Extension R,single,right,0.07899188995361328
7,1698178283.243791,251381,-101,251381,-101,168.04315103757705,Isaiah Wright,ISO Quad Extension R,single,right,0.09204292297363281
8,1698178283.256625,251187,-101,251187,-101,167.90181390248588,Isaiah Wright,ISO Quad Extension R,single,right,0.10487675666809082
9,1698178283.270335,250683,-101,250683,-101,167.53462876802232,Isaiah Wright,ISO Quad Extension R,single,right,0.11858677864074707
10,1698178283.283412,250281,-101,250281,-101,167.24175491077162,Isaiah Wright,ISO Quad Extension R,single,right,0.13166379928588867
11,1698178283.296736,249985,-101,249985,-101,167.0261064984676,Isaiah Wright,ISO Quad Extension R,single,right,0.1449878215789795
12,1698178283.3096802,249432,-101,249432,-101,166.62322280926452,Isaiah Wright,ISO Quad Extension R,single,right,0.15793204307556152
13,1698178283.322718,248689,-101,248689,-101,166.0819161527041,Isaiah Wright,ISO Quad Extension R,single,right,0.17096972465515137
14,1698178283.3360682,247729,-101,247729,-101,165.38251589658302,Isaiah Wright,ISO Quad Extension R,single,right,0.18431997299194336
15,1698178283.3491359,246957,-101,246957,-101,164.8200815239523,Isaiah Wright,ISO Quad Extension R,single,right,0.1973876953125
16,1698178283.362217,246523,-101,246523,-101,164.50389432483084,Isaiah Wright,ISO Quad Extension R,single,right,0.21046876907348633
17,1698178283.375474,246822,-101,246822,-101,164.72172836293527,Isaiah Wright,ISO Quad Extension R,single,right,0.2237257957458496
18,1698178283.388557,246798,-101,246798,-101,164.7042433565322,Isaiah Wright,ISO Quad Extension R,single,right,0.23680877685546875
19,1698178283.401731,246696,-101,246696,-101,164.62993207931933,Isaiah Wright,ISO Quad Extension R,single,right,0.2499828338623047
20,1698178283.414773,246342,-101,246342,-101,164.3720282348747,Isaiah Wright,ISO Quad Extension R,single,right,0.26302480697631836
21,1698178283.428034,245418,-101,245418,-101,163.69885548835813,Isaiah Wright,ISO Quad Extension R,single,right,0.27628588676452637
22,1698178283.4411762,244006,-101,244006,-101,162.67015427831333,Isaiah Wright,ISO Quad Extension R,single,right,0.2894279956817627
23,1698178283.454077,242146,-101,242146,-101,161.31506628207873,Isaiah Wright,ISO Quad Extension R,single,right,0.30232882499694824
24,1698178283.467337,241431,-101,241431,-101,160.79415879965518,Isaiah Wright,ISO Quad Extension R,single,right,0.31558871269226074
25,1698178283.480425,241172,-101,241172,-101,160.60546643888918,Isaiah Wright,ISO Quad Extension R,single,right,0.328676700592041
26,1698178283.493751,241548,-101,241548,-101,160.87939820586993,Isaiah Wright,ISO Quad Extension R,single,right,0.34200286865234375
27,1698178283.5067961,241853,-101,241853,-101,161.10160349557506,Isaiah Wright,ISO Quad Extension R,single,right,0.35504794120788574
28,1698178283.5198,241875,-101,241875,-101,161.1176314181112,Isaiah Wright,ISO Quad Extension R,single,right,0.36805176734924316
