,Timestamp,s1,s2,s1_clean,s2_clean,force_N,athletes_name,protocol_name,protocol_type,leg,elapsed_time_sec
0,1694549054.7988858,141946,-101,141946,-101,88.13328902620505,Isaiah Wright,ISO Quad Extension L,single,left,0.0
1,1694549054.812094,142065,-101,142065,-101,88.21932269605236,Isaiah Wright,ISO Quad Extension L,single,left,0.013208150863647461
2,1694549054.825303,142199,-101,142199,-101,88.31620094613254,Isaiah Wright,ISO Quad Extension L,single,left,0.026417255401611328
3,1694549054.8385768,142220,-101,142220,-101,88.33138335845855,Isaiah Wright,ISO Quad Extension L,single,left,0.03969097137451172
4,1694549054.8516521,141883,-101,141883,-101,88.08774178922704,Isaiah Wright,ISO Quad Extension L,single,left,0.05276632308959961
5,1694549054.865131,141876,-101,141876,-101,88.08268098511839,Isaiah Wright,ISO Quad Extension L,single,left,0.06624507904052734
6,1694549054.87834,142215,-101,142215,-101,88.32776849838092,Isaiah Wright,ISO Quad Extension L,single,left,0.07945418357849121
7,1694549054.891241,142684,-101,142684,-101,88.66684237366155,Isaiah Wright,ISO Quad Extension L,single,left,0.09235525131225586
8,1694549054.904375,142829,-101,142829,-101,88.77167331591248,Isaiah Wright,ISO Quad Extension L,single,left,0.10548925399780273
9,1694549054.91743,142451,-101,142451,-101,88.49838989404451,Isaiah Wright,ISO Quad Extension L,single,left,0.11854410171508789
10,1694549054.930688,142366,-101,142366,-101,88.43693727272499,Isaiah Wright,ISO Quad Extension L,single,left,0.13180208206176758
11,1694549054.943706,142577,-101,142577,-101,88.5894843680005,Isaiah Wright,ISO Quad Extension L,single,left,0.1448202133178711
12,1694549054.9570408,142641,-101,142641,-101,88.63575457699403,Isaiah Wright,ISO Quad Extension L,single,left,0.15815496444702148
13,1694549054.970154,142603,-101,142603,-101,88.60828164040412,Isaiah Wright,ISO Quad Extension L,single,left,0.17126822471618652
14,1694549054.9834502,142635,-101,142635,-101,88.63141674490089,Isaiah Wright,ISO Quad Extension L,single,left,0.18456435203552246
15,1694549054.9964852,142686,-101,142686,-101,88.66828831769259,Isaiah Wright,ISO Quad Extension L,single,left,0.1975994110107422
16,1694549055.009484,143023,-101,143023,-101,88.91192988692407,Isaiah Wright,ISO Quad Extension L,single,left,0.21059823036193848
17,1694549055.022835,143204,-101,143204,-101,89.04278782173387,Isaiah Wright,ISO Quad Extension L,single,left,0.22394919395446777
18,1694549055.035906,142981,-101,142981,-101,88.88156506227207,Isaiah Wright,ISO Quad Extension L,single,left,0.23702025413513184
19,1694549055.0491352,142855,-101,142855,-101,88.7904705883161,Isaiah Wright,ISO Quad Extension L,single,left,0.25024938583374023
20,1694549055.062219,142672,-101,142672,-101,88.65816670947527,Isaiah Wright,ISO Quad Extension L,single,left,0.2633330821990967
21,1694549055.075369,143004,-101,143004,-101,88.89819341862913,Isaiah Wright,ISO Quad Extension L,single,left,0.27648305892944336
22,1694549055.088593,143077,-101,143077,-101,88.95097037576235,Isaiah Wright,ISO Quad Extension L,single,left,0.2897071838378906
23,1694549055.101721,142902,-101,142902,-101,88.8244502730457,Isaiah Wright,ISO Quad Extension L,single,left,0.30283522605895996
24,1694549055.114927,142493,-101,142493,-101,88.5287547186965,Isaiah Wright,ISO Quad Extension L,single,left,0.3160412311553955
25,1694549055.128263,141896,-101,141896,-101,88.09714042542885,Isaiah Wright,ISO Quad Extension L,single,left,0.3293771743774414
26,1694549055.141867,141212,-101,141212,-101,87.60262756681064,Isaiah Wright,ISO Quad Extension L,single,left,0.34298110008239746
27,1694549055.154641,140682,-101,140682,-101,87.21945239858306,Isaiah Wright,ISO Quad Extension L,single,left,0.355755090713501
28,1694549055.1680021,140359,-101,140359,-101,86.9859324375689,Isaiah Wright,ISO Quad Extension L,single,left,0.36911630630493164
29,1694549055.1896472,139814,-101,139814,-101,86.59191268910848,Isaiah Wright,ISO Quad Extension L,single,left,0.3907613754272461
30,1694549055.1941628,139235,-101,139235,-101,86.17331189212025,Isaiah Wright,ISO Quad Extension L,single,left,0.3952770233154297
31,1694549055.206967,139142,-101,139142,-101,86.10607549467656,Isaiah Wright,ISO Quad Extension L,single,left,0.4080812931060791
32,1694549055.2199838,139066,-101,139066,-101,86.05112962149674,Isaiah Wright,ISO Quad Extension L,single,left,0.421097993850708
33,1694549055.233227,138660,-101,138660,-101,85.75760298319412,Isaiah Wright,ISO Quad Extension L,single,left,0.4343411922454834
34,1694549055.24644,138237,-101,138237,-101,85.45178582062759,Isaiah Wright,ISO Quad Extension L,single,left,0.4475541114807129
35,1694549055.259923,137705,-101,137705,-101,85.06716470836898,Isaiah Wright,ISO Quad Extension L,single,left,0.46103715896606445
36,1694549055.272809,137401,-101,137401,-101,84.84738121564976,Isaiah Wright,ISO Quad Extension L,single,left,0.4739232063293457
37,1694549055.286099,137392,-101,137392,-101,84.84087446751006,Isaiah Wright,ISO Quad Extension L,single,left,0.487213134765625
38,1694549055.299284,137388,-101,137388,-101,84.83798257944795,Isaiah Wright,ISO Quad Extension L,single,left,0.5003981590270996
39,1694549055.312526,137154,-101,137154,-101,84.66880712781541,Isaiah Wright,ISO Quad Extension L,single,left,0.5136401653289795
